
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
40660.7,82806.4,43.8224,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,0,
40680.9,82854.5,23.8761,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
40677.6,82847.8,25.4532,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
40672.5,82843.5,28.366,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
40681,82862.8,30.7685,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,4,
40673.3,82856,33.4636,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
40667.9,82842.6,37.2593,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,6,
