
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.314117,0.930408,0.188867,um,Surface,Ellipsoid Axis B,1,ATM,0,
-0.078856,-0.730209,-0.678658,um,Surface,Ellipsoid Axis B,1,TVCgroup,1,
