
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.896171,-0.224917,-0.382479,um,Surface,Ellipsoid Axis C,1,ATM,0,
0.374952,-0.652513,0.658512,um,Surface,Ellipsoid Axis C,1,TVCgroup,1,
