
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
228.22,um^3,Nucleus,1,TVC,4,100000004,
294.39,um^3,Nucleus,1,TVC,5,100000005,
184.495,um^3,Nucleus,1,TVC,6,100000006,
305.629,um^3,Nucleus,1,TVC,7,100000007,
643.607,um^3,Nucleus,1,ATM,10,100000010,
545.329,um^3,Nucleus,1,ATM,11,100000011,
