
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
11.1417,17.1148,40.6851,um,Cell,Cell BoundingBoxOO Length,1,ATM,1,
11.7567,16.0662,16.4653,um,Cell,Cell BoundingBoxOO Length,1,TVC,5,
11.5718,22.7781,23.2293,um,Cell,Cell BoundingBoxOO Length,1,TVC,6,
12.1804,20.6551,28.2709,um,Cell,Cell BoundingBoxOO Length,1,TVC,8,
14.8463,19.9548,30.0387,um,Cell,Cell BoundingBoxOO Length,1,TVC,9,
