
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
42206.7,48440.6,-30.6723,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,0,
42204.6,48438.3,-20.6314,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
42220.3,48452.7,-27.9125,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
42210.6,48444.4,-13.747,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
