
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.361068,,Cell,1,TVC,0,
0.257635,,Cell,1,TVC,1,
0.279634,,Cell,1,TVC,2,
0.420453,,Cell,1,TVC,3,
0.262087,,Cell,1,ATM,4,
0.195662,,Cell,1,ATM,5,
