
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.618749,,Nucleus,1,TVC,2,100000001,
0.618831,,Nucleus,1,TVC,3,100000002,
0.622808,,Nucleus,1,TVC,4,100000003,
0.632787,,Nucleus,1,TVC,5,100000004,
0.59319,,Nucleus,1,ATM,6,100000006,
0.608044,,Nucleus,1,ATM,7,100000007,
