
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
5.88416,um,Cell,1,TVC,0,
6.2892,um,Cell,1,TVC,1,
9.63394,um,Cell,1,TVC,2,
7.81238,um,Cell,1,TVC,3,
11.1083,um,Cell,1,ATM,4,
11.5639,um,Cell,1,ATM,5,
