
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.358862,,Cell,1,TVC,1,
0.499678,,Cell,1,TVC,2,
0.509685,,Cell,1,TVC,3,
0.178019,,Cell,1,TVC,5,
0.216577,,Cell,1,ATM,9,
0.175429,,Cell,1,ATM,10,
