
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
-1.61719,-3.39063,-0.98217,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,1,100000009,
2.01953,-0.203125,-0.189713,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,2,100000000,
-0.0507813,-0.273438,-0.476189,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,3,100000002,
2.08203,-1.625,-1.59044,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,4,100000003,
-2.30469,-2.24219,-0.0704193,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,5,100000004,
0.742188,-1.44531,-2.22039,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,6,100000005,
