
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
5.98643,um,Cell,1,TVC,0,
8.56294,um,Cell,1,TVC,1,
6.14527,um,Cell,1,TVC,2,
7.18907,um,Cell,1,TVC,3,
10.0741,um,Cell,1,ATM,4,
10.863,um,Cell,1,ATM,5,
