
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.420746,,Nucleus,1,ATM,3,100000000,
0.548963,,Nucleus,1,ATM,4,100000001,
0.510364,,Nucleus,1,TVC,7,100000004,
0.17494,,Nucleus,1,TVC,9,100000006,
0.409541,,Nucleus,1,TVC,10,100000007,
0.626215,,Nucleus,1,TVC,12,100000009,
