
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
40132.5,79030.5,166.605,um,Surface,Position,1,ATMgroup,4,
40181.5,79091.8,131.294,um,Surface,Position,1,TVCgroup,0,
