
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
39658.5,60828,-17.0427,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
39725.6,60913.9,-29.4032,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
