
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.90065,um,Surface,1,TVCgroup,0,
9.78809,um,Surface,1,ATMgroup,2,
