
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
45631.7,52303.2,17.9817,um,Surface,Position,1,ATMgroup,0,
45688.4,52224.7,-8.50404,um,Surface,Position,1,TVCgroup,1,
