
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.70488,um,Cell,1,ATM,4,
4.54671,um,Cell,1,TVC,5,
5.30471,um,Cell,1,TVC,6,
6.67385,um,Cell,1,TVC,7,
5.98726,um,Cell,1,TVC,8,
7.96311,um,Cell,1,ATM,9,
