
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
32783.7,41073.6,38.4087,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
32750.7,41136.8,68.7473,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
