
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
4.26585,um,Cell,1,TVC,0,
5.35929,um,Cell,1,TVC,1,
5.67199,um,Cell,1,TVC,2,
5.51329,um,Cell,1,TVC,3,
6.71123,um,Cell,1,ATM,4,
6.816,um,Cell,1,ATM,5,
