
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
20.1075,um,Surface,1,TVCgroup,0,
53.4494,um,Surface,1,ATMgroup,4,
