
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38862.3,70634.2,56.2176,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
38940.7,70591,53.5405,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
