
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.425426,,Nucleus,1,TVC,0,100000000,
0.594054,,Nucleus,1,TVC,1,100000001,
0.278248,,Nucleus,1,TVC,2,100000002,
0.425717,,Nucleus,1,TVC,3,100000003,
0.331548,,Nucleus,1,ATM,4,100000004,
0.441897,,Nucleus,1,ATM,5,100000005,
0.482085,,Nucleus,1,ATM,6,100000006,
