
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
3.53246,um,Nucleus,1,TVC,0,100000000,
4.19959,um,Nucleus,1,TVC,1,100000001,
4.0015,um,Nucleus,1,TVC,2,100000002,
7.10201,um,Nucleus,1,ATM,3,100000003,
3.86355,um,Nucleus,1,TVC,4,100000004,
7.64046,um,Nucleus,1,ATM,5,100000005,
