
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35799.7,63583,210.435,um,Cell,Cell Center of Homogeneous Mass,1,ATM,5,
35814.7,63576.2,216.658,um,Cell,Cell Center of Homogeneous Mass,1,ATM,8,
35835,63583,226.192,um,Cell,Cell Center of Homogeneous Mass,1,ATM,9,
35782.7,63618,196.144,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
35775,63626.1,200.202,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
35785.9,63622.3,207.1,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
35777,63630.1,210.456,um,Cell,Cell Center of Homogeneous Mass,1,TVC,7,
