
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.174917,-0.00973774,-0.984535,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.678294,-0.565737,-0.468891,um,Surface,Ellipsoid Axis B,1,TVCgroup,2,
