
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.459729,0.873253,-0.161488,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
-0.31919,0.266016,0.90959,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
