
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.442303,-0.888971,-0.118742,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.697857,0.668023,0.258342,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
