
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.0514931,0.107007,-0.992924,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.714582,-0.62487,-0.314499,um,Surface,Ellipsoid Axis B,1,TVCgroup,2,
