
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.872661,0.488068,0.0159081,um,Cell,Cell Ellipsoid Axis C,1,ATM,0,
-0.698661,0.68511,0.206148,um,Cell,Cell Ellipsoid Axis C,1,ATM,1,
0.194649,-0.706582,0.680334,um,Cell,Cell Ellipsoid Axis C,1,TVC,2,
0.374591,-0.308494,0.874364,um,Cell,Cell Ellipsoid Axis C,1,TVC,3,
0.786907,-0.315473,-0.530334,um,Cell,Cell Ellipsoid Axis C,1,TVC,4,
-0.500542,0.825892,-0.259537,um,Cell,Cell Ellipsoid Axis C,1,TVC,5,
