
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.929752,-0.355988,-0.0939846,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.203147,-0.816498,0.540428,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
