
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.117705,-0.978829,0.167448,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.959054,-0.280735,-0.0374609,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
