
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
47365.9,81233.6,198.921,um,Cell,Cell Center of Homogeneous Mass,1,ATM,10,
47381.3,81215.9,202.066,um,Cell,Cell Center of Homogeneous Mass,1,ATM,11,
47421.2,81175.8,175.15,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
47429,81186.4,175.474,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
47420.4,81185.6,177.418,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
47410.5,81180.3,179.551,um,Cell,Cell Center of Homogeneous Mass,1,TVC,7,
