
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
1185.29,um^2,Cell,1,TVC,0,
734.377,um^2,Cell,1,TVC,1,
1068.85,um^2,Cell,1,TVC,3,
1366.06,um^2,Cell,1,TVC,7,
2917.14,um^2,Cell,1,ATM,10,
3395.96,um^2,Cell,1,ATM,11,
