
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
58.5737,um,Surface,1,ATMgroup,0,
17.2463,um,Surface,1,TVCgroup,2,
