
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.65557,-0.754981,-0.0151941,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
-0.0783599,-0.458116,0.885432,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
