
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46469.2,76922.9,72.9403,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
46413.3,76959.5,53.7979,um,Surface,Center of Homogeneous Mass,1,TVCgroup,1,
