
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
46469.6,76925.2,72.6754,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
46412.8,76958.5,52.7104,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,1,
