
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
34159.7,18966.9,93.6095,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
34222.1,18918.9,70.3355,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
