
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
65.2695,65.8828,27.5541,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
38.3047,33.5078,22.0433,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
