
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.834824,-0.395859,0.382575,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.347025,0.907234,0.237696,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
