
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
4.92842,um,Cell,1,TVC,2,
6.13544,um,Cell,1,TVC,4,
5.84418,um,Cell,1,TVC,7,
6.36894,um,Cell,1,TVC,9,
7.79189,um,Cell,1,ATM,10,
7.68228,um,Cell,1,ATM,11,
