
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.695372,0.71865,-3.02011e-05,um,Surface,Ellipsoid Axis C,1,ATMgroup,2,
-0.632302,0.648886,0.42325,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
