
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.156648,,Cell,1,ATM,1,
0.170768,,Cell,1,ATM,2,
0.624484,,Cell,1,TVC,3,
0.319889,,Cell,1,TVC,4,
