
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
10.4645,um,Surface,1,ATMgroup,0,
6.8619,um,Surface,1,TVCgroup,1,
