
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
88.7227,46.6367,25.8292,um,Surface,BoundingBoxAA Length,1,ATMgroup,0,
32.9844,32.4141,17.3606,um,Surface,BoundingBoxAA Length,1,TVCgroup,2,
