
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
48570.5,57376.8,-18.9748,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
48608,57429.3,-5.64094,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
48611.5,57414.6,-4.55373,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
48611.2,57430.7,-0.990036,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
48615.2,57426,4.65695,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
48612.9,57437.4,4.12204,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
48621.5,57438,6.89091,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
