
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.0712354,,Cell,1,ATM,0,
0.0710042,,Cell,1,ATM,1,
0.114708,,Cell,1,ATM,2,
0.153918,,Cell,1,TVC,3,
0.145979,,Cell,1,TVC,4,
