
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.210274,0.0451732,-0.976598,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.926141,0.359104,-0.11536,um,Surface,Ellipsoid Axis B,1,TVCgroup,3,
