
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
59.0204,85.1256,27.978,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
34.9015,26.3889,29.2497,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
