
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
17.4258,um,Surface,1,TVCgroup,0,
55.5183,um,Surface,1,ATMgroup,4,
