
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
36780.7,46702.1,90.967,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
36800.6,46754.4,70.2831,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
