
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.786667,-0.558549,0.263019,um,Surface,Ellipsoid Axis B,1,ATMgroup,4,
0.3376,-0.166589,-0.926431,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
