
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
46860.5,36861.9,61.6084,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
46915.7,36917.5,32.2465,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
