
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
6.40953,um,Cell,1,TVC,0,
7.24275,um,Cell,1,TVC,1,
6.45303,um,Cell,1,TVC,2,
8.92659,um,Cell,1,TVC,3,
10.4102,um,Cell,1,ATM,4,
9.70563,um,Cell,1,ATM,5,
