
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
31963.8,74065.8,8.03752,um,Cell,Cell Center of Homogeneous Mass,1,ATM,9,
31921.8,74044.8,8.94197,um,Cell,Cell Center of Homogeneous Mass,1,ATM,10,
31977.7,74100.7,-39.1357,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
31970.7,74116,-33.5835,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
31972.1,74097.7,-29.1593,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
31965.4,74111.2,-23.4111,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
