
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.199859,0.166311,0.965607,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
-0.188902,-0.208717,-0.959559,um,Surface,Ellipsoid Axis A,1,TVCgroup,3,
