
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
19.9094,um,Surface,1,TVCgroup,0,
67.4667,um,Surface,1,ATMgroup,4,
