
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
12.6473,21.1034,60.5491,um,Cell,Cell BoundingBoxOO Length,1,ATM,8,
13.907,19.5402,44.2267,um,Cell,Cell BoundingBoxOO Length,1,ATM,9,
10.9909,17.1903,20.8282,um,Cell,Cell BoundingBoxOO Length,1,TVC,1,
12.8744,16.0169,19.8806,um,Cell,Cell BoundingBoxOO Length,1,TVC,2,
12.7428,15.0997,17.3735,um,Cell,Cell BoundingBoxOO Length,1,TVC,3,
11.3844,19.0518,26.5698,um,Cell,Cell BoundingBoxOO Length,1,TVC,6,
