
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.7012,20.4863,67.9609,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
15.2188,27.6133,29.7607,um,Surface,BoundingBoxOO Length,1,TVCgroup,2,
