
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
10.4133,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,1,100000001,
7.24556,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,3,100000003,
1.99642,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,0,100000000,
3.6479,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000002,
