
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.469683,-0.879454,0.0771972,um,Cell,Cell Ellipsoid Axis C,1,ATM,1,
-0.548583,-0.83362,0.0643004,um,Cell,Cell Ellipsoid Axis C,1,ATM,3,
-0.553405,-0.807567,-0.203906,um,Cell,Cell Ellipsoid Axis C,1,TVC,0,
-0.0376569,-0.967188,-0.251255,um,Cell,Cell Ellipsoid Axis C,1,TVC,2,
