
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
5.5108,um,Cell,Image 1,1,TVC,0,
5.08689,um,Cell,Image 1,1,TVC,1,
13.1411,um,Cell,Image 1,1,ATM,2,
3.39126,um,Cell,Image 1,1,ATM,3,
4.66299,um,Cell,Image 1,1,ATM,4,
