
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.0572116,,Cell,1,ATM,0,
0.0400733,,Cell,1,TVC,1,
0.0191135,,Cell,1,TVC,2,
0.0551555,,Cell,1,TVC,3,
0.0436736,,Cell,1,TVC,4,
0.0776239,,Cell,1,TVC,5,
0.0735959,,Cell,1,TVC,7,
